property_title,property_name,property_region,price_ttl,price_sqm,bedrooms,livingrooms,building_area,directions1,directions2,decoration,hml,building_height,building_year,building_style,followers,pub_days,near_subway,two_year,taxfree,haskey,vr,price_date,building_age
NA,东方帝园,长港路,165,11570,3,2,142.62,南,NA,精装,低楼层,11,2003,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,18
NA,沿海丽水佳园,金银湖,133,14785,3,2,89.96,南,NA,精装,低楼层,8,2007,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,14
NA,融侨华府,积玉桥,333,18490,3,1,180.1,南,NA,简装,低楼层,24,2009,板塔结合,NA,NA,NA,NA,NA,NA,NA,2021-12-01,12
NA,绿汀雅境,卓刀泉,249,18468,3,2,134.83,南,NA,精装,高楼层,18,2005,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,16
NA,三里民居,钟家村,119,13033,3,1,91.31,南,NA,简装,低楼层,18,2009,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,12
NA,花前树下,七里庙,133,12914,3,1,102.99,南,NA,简装,中楼层,11,2004,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,17
NA,海尔国际广场,古田,195,17696,3,2,110.2,南,NA,毛坯,中楼层,34,2017,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,4
NA,迎宾花园,常青路,156,12586,2,2,123.95,南,NA,精装,中楼层,12,2004,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,17
NA,宝利金二期中央荣御,前进江汉,208,25146,3,2,82.72,东北,NA,精装,中楼层,33,2011,塔楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,10
NA,东方华尔兹,钟家村,345,14341,5,2,240.58,南,NA,精装,高楼层,12,2000,塔楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,21
NA,保利海上五月花一期,庙山,118,12996,3,2,90.8,南,NA,精装,中楼层,24,2011,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,10
NA,七星香山花园,后湖,145,15513,2,2,93.47,南,NA,简装,中楼层,11,2006,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,15
NA,香缇美景,常青路,149.9,11683,3,1,128.31,南,NA,精装,低楼层,18,2000,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,21
NA,天伦华庭,二七,115,17007,2,1,67.62,西南,NA,简装,中楼层,11,2006,塔楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,15
NA,新大地家园,老南湖,278,22117,3,2,125.7,南,NA,简装,低楼层,7,2002,塔楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,19
NA,楚邦汉界,后湖,178,18283,3,2,97.36,南,NA,精装,低楼层,12,2013,板塔结合,NA,NA,NA,NA,NA,NA,NA,2021-12-01,8
NA,海天幸福小城,沌口,82,9431,2,2,86.95,南,NA,精装,中楼层,18,2014,板塔结合,NA,NA,NA,NA,NA,NA,NA,2021-12-01,7
NA,王家湾中央生活区,王家湾,188,17620,3,2,106.7,南,NA,其他,中楼层,30,2016,板塔结合,NA,NA,NA,NA,NA,NA,NA,2021-12-01,5
NA,绿地国际金融城一期,积玉桥,502.8,26459,3,2,190.03,南,NA,毛坯,低楼层,48,2013,板塔结合,NA,NA,NA,NA,NA,NA,NA,2021-12-01,8
NA,武汉SOHO,阳逻,14.5,3417,1,1,42.44,南,NA,毛坯,中楼层,31,2014,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,7
NA,盛泰苑,蔡甸城区,62,6275,2,2,98.81,南,NA,精装,高楼层,7,2010,板塔结合,NA,NA,NA,NA,NA,NA,NA,2021-12-01,11
NA,广场花城,蔡甸城区,68,7022,2,2,96.84,南,NA,精装,低楼层,12,2008,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,13
NA,碧桂园学府壹号,蔡甸城区,85,8124,3,2,104.64,南,NA,精装,低楼层,33,2018,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,3
NA,南国大家装江南店,街道口,60,14246,1,1,42.12,南,NA,精装,中楼层,22,2014,塔楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,7
NA,锦绣龙城,民族大道,158,18136,2,2,87.12,南,NA,精装,高楼层,32,2009,塔楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,12
NA,莲花小区,蔡甸城区,58,7232,2,2,80.21,南,NA,精装,中楼层,6,2005,塔楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,16
NA,绿地国际金融城一期,积玉桥,256,28489,2,2,89.86,东南,NA,毛坯,高楼层,26,2013,板塔结合,NA,NA,NA,NA,NA,NA,NA,2021-12-01,8
NA,联投龙湾一期,文化大道,128,11080,3,2,115.53,南,NA,精装,低楼层,33,2012,板塔结合,NA,NA,NA,NA,NA,NA,NA,2021-12-01,9
NA,经开未来城,沌口,40,10505,2,1,38.08,南,NA,精装,高楼层,19,2016,板塔结合,NA,NA,NA,NA,NA,NA,NA,2021-12-01,5
NA,新澳城市印象,阳逻,30,7008,2,1,42.81,南,NA,毛坯,高楼层,27,2013,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,8
NA,水木清华,沌口,125,13454,2,2,92.91,南,NA,精装,中楼层,9,2004,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,17
NA,广场花城,蔡甸城区,65,6914,2,2,94.02,南,NA,精装,中楼层,6,2008,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,13
NA,南国SOHO,南湖沃尔玛,72,16847,1,1,42.74,南,NA,简装,中楼层,25,2008,塔楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,13
NA,香域华府,前川,77,10042,2,2,76.68,南,NA,精装,中楼层,11,2014,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,7
NA,保利心语三期,珞狮南路,169.8,18407,3,2,92.25,南,NA,毛坯,高楼层,11,2011,板塔结合,NA,NA,NA,NA,NA,NA,NA,2021-12-01,10
NA,同馨花园雍豪府,宝丰崇仁,349,30087,3,2,116,南,NA,毛坯,中楼层,44,2014,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,7
NA,世纪江尚,前进江汉,561,30255,4,2,185.43,南,NA,毛坯,高楼层,57,2016,塔楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,5
NA,新华联青年城,纸坊,116.5,10628,3,2,109.62,南,NA,毛坯,低楼层,24,2017,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,4
NA,青菱城市花园二期,白沙洲,100,12730,2,1,78.56,南,NA,精装,高楼层,11,2010,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,11
NA,大智公寓,大智路,56,14217,1,1,39.39,南,NA,简装,中楼层,18,2002,塔楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,19
NA,多福大厦,汉正街,95,17062,2,1,55.68,东南,NA,精装,高楼层,27,1995,塔楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,26
NA,万科魅力之城北区,金融港,152,17228,2,1,88.23,南,NA,精装,中楼层,11,2010,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,11
NA,湘隆时代大公馆,沌口,59,19351,1,1,30.49,东,NA,简装,低楼层,6,2010,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,11
NA,顶琇广场,王家湾,71,15595,1,1,45.53,南,NA,简装,中楼层,32,2010,塔楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,11
NA,巴黎春天,文化大道,157,16153,3,1,97.2,南,NA,毛坯,高楼层,34,2017,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,4
NA,F学府,盘龙城,80,10282,2,2,77.81,东南,NA,精装,中楼层,15,2013,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,8
NA,江都仕嘉,武广万松园,135,23232,1,1,58.11,西北,NA,精装,中楼层,31,2005,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,16
NA,国际百纳,塔子湖,149.5,20624,2,1,72.49,东南,NA,毛坯,高楼层,45,2015,板塔结合,NA,NA,NA,NA,NA,NA,NA,2021-12-01,6
NA,金家6号,蔡甸城区,99.5,8818,3,2,112.85,南,NA,精装,高楼层,12,2007,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,14
NA,杨家东湾,钟家村,80,10516,2,1,76.08,南,NA,简装,高楼层,7,1995,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,26
NA,汉口北SOHO,盘龙城,43,6311,2,1,68.14,东南,NA,精装,低楼层,18,2012,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,9
NA,武铁洪山住宅小区,中南丁字桥,130,18907,3,1,68.76,南,NA,精装,中楼层,8,1990,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,31
NA,融科天城一期,三阳路,354,33552,3,2,105.51,南,NA,精装,低楼层,33,2008,板塔结合,NA,NA,NA,NA,NA,NA,NA,2021-12-01,13
NA,广场花城,蔡甸城区,102,7109,4,2,143.49,南,NA,精装,中楼层,12,2008,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,13
NA,黄陂人信城,前川,108,11295,3,2,95.62,南,NA,精装,中楼层,33,2017,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,4
NA,常青花园三区,常青花园,127.9,18395,2,2,69.53,东南,NA,精装,低楼层,6,1999,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,22
NA,九坤五环华城,吴家山,95,10921,2,2,86.99,南,NA,精装,低楼层,18,2011,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,10
NA,东风阳光城一、二期,沌口,100,10455,2,2,95.65,南,NA,简装,高楼层,5,2003,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,18
NA,新长江香榭琴台,钟家村,169,19471,2,2,86.8,南,NA,精装,低楼层,33,2012,塔楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,9
NA,紫润明园北区,长丰常码头,126,13283,3,2,94.86,南,NA,简装,中楼层,18,2011,板塔结合,NA,NA,NA,NA,NA,NA,NA,2021-12-01,10
NA,顶琇国际城,唐家墩,162.7,20422,2,1,79.67,南,NA,其他,低楼层,48,2017,板塔结合,NA,NA,NA,NA,NA,NA,NA,2021-12-01,4
NA,百姓之春,古田,103,13489,2,1,76.36,南,NA,其他,高楼层,11,2006,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,15
NA,爱国社区,宝丰崇仁,78,13764,2,1,56.67,西,NA,毛坯,中楼层,9,2000,塔楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,21
NA,百步龙庭,百步亭,156,16787,2,2,92.93,东南,NA,精装,中楼层,17,2006,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,15
NA,欣隆壹号公馆,四新,142,15178,2,2,93.56,南,NA,精装,中楼层,29,2016,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,5
NA,华润置地橡树湾,杨园,265,28367,3,2,93.42,南,NA,精装,中楼层,32,2013,板塔结合,NA,NA,NA,NA,NA,NA,NA,2021-12-01,8
NA,佳兆业金域天下一期,白沙洲,152,19606,2,2,77.53,南,NA,精装,中楼层,34,2015,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,6
NA,当代国际花园四期,金融港,224,25798,2,2,86.83,北,NA,精装,高楼层,30,2013,塔楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,8
NA,马池还建小区,金银湖,75,10764,2,2,69.68,南,NA,简装,高楼层,6,2003,塔楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,18
NA,三里民居,钟家村,100,13200,2,1,75.76,南,NA,简装,高楼层,18,2009,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,12
NA,广电兰亭荣荟,古田,120,18425,2,1,65.13,南,NA,精装,低楼层,33,2016,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,5
NA,万科城花璟苑,关山大道,232,27544,2,2,84.23,南,NA,精装,高楼层,34,2015,板塔结合,NA,NA,NA,NA,NA,NA,NA,2021-12-01,6
NA,汉口春天,古田,153,16645,2,2,91.92,南,NA,简装,高楼层,22,2007,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,14
NA,名流公馆,钟家村,172,17425,3,2,98.71,南,NA,精装,中楼层,33,2015,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,6
NA,汉飞向上城,盘龙城,76,12062,2,2,63.01,南,NA,简装,中楼层,5,2011,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,10
NA,宇峰家园,光谷东,108,16603,2,1,65.05,南,NA,简装,中楼层,6,2007,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,14
NA,大华南湖公园世家二期,新南湖,238,23630,2,2,100.72,南,NA,简装,中楼层,11,2009,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,12
NA,汉口花园逸松庭,塔子湖,149,15721,2,2,94.78,南,NA,精装,中楼层,6,2006,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,15
NA,东方花城,古田,132,15169,2,2,87.02,南,NA,简装,中楼层,6,2004,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,17
NA,万科金色城市K3地块,白沙洲,127,16054,2,1,79.11,东南,NA,精装,中楼层,29,2016,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,5
NA,汉口西园,古田,122,15211,2,2,80.21,北,NA,精装,高楼层,14,2010,塔楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,11
NA,广电江湾新城,古田,178,19058,3,2,93.4,南,NA,精装,中楼层,32,2011,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,10
NA,虹顶家园,老南湖,276,21467,3,2,128.57,东南,NA,精装,中楼层,6,1996,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,25
NA,万科金色城市K3地块,白沙洲,127.5,16117,2,2,79.11,东南,NA,精装,高楼层,29,2016,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,5
NA,027社区,老南湖,158,18573,2,2,85.07,南,NA,精装,中楼层,18,2008,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,13
NA,保利心语九期,珞狮南路,149,18721,2,2,79.59,南,NA,简装,中楼层,18,2014,板塔结合,NA,NA,NA,NA,NA,NA,NA,2021-12-01,7
NA,二十四街小区,青山,85,14488,2,1,58.67,南,NA,精装,中楼层,8,1998,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,23
NA,万科金色城市K3地块,白沙洲,126.5,15388,2,2,82.21,南,NA,精装,高楼层,34,2016,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,5
NA,广益天下一期,前进江汉,165,22765,2,1,72.48,东北,NA,精装,高楼层,25,2007,塔楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,14
NA,百合苑,百步亭,148,15584,2,2,94.97,南,NA,精装,中楼层,6,2004,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,17
NA,景兰苑,百步亭,112,15833,2,2,70.74,南,NA,简装,高楼层,11,2008,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,13
NA,紫竹园(武昌),武昌火车站,75,17479,1,1,42.91,东南,NA,简装,中楼层,8,2002,塔楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,19
NA,广电兰亭盛荟,四新,152,18564,2,2,81.88,南,NA,精装,低楼层,33,2017,板塔结合,NA,NA,NA,NA,NA,NA,NA,2021-12-01,4
NA,保利中央公馆,新南湖,179.9,20248,2,1,88.85,东南,NA,其他,高楼层,34,2011,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,10
NA,省人民银行宿舍,中北路,132,15589,2,2,84.68,南,NA,精装,中楼层,7,1992,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,29
NA,城开星园,堤角,122,18011,2,1,67.74,南,NA,精装,低楼层,7,2001,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,20
NA,黄鹂小区,中北路,157,18136,2,2,86.57,南,NA,简装,中楼层,7,1995,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,26
NA,金地艺境,金融港,192,21742,2,2,88.31,南,NA,其他,高楼层,34,2014,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,7
NA,水晶郦都,金融港,128,16796,2,1,76.21,南,NA,精装,高楼层,32,2015,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,6
NA,美联公园前,堤角,122.8,16270,2,1,75.48,东南,NA,简装,中楼层,11,2007,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,14
NA,保利新武昌,白沙洲,156,20223,2,2,77.14,南,NA,精装,低楼层,34,2018,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,3
NA,万科高尔夫城市花园,金银湖,152,17211,3,2,88.32,东南,NA,精装,高楼层,30,2012,板塔结合,NA,NA,NA,NA,NA,NA,NA,2021-12-01,9
NA,世茂锦绣长江四期,钟家村,193,23056,2,1,83.71,南,NA,精装,高楼层,57,2015,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,6
NA,常青藤一期,光谷广场,228,19117,3,2,119.27,南,NA,其他,低楼层,12,2005,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,16
NA,陌陌屋三元中央公园,塔子湖,150,19998,2,1,75.01,南,NA,精装,中楼层,32,2014,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,7
NA,长投海德公园,塔子湖,256,21694,3,2,118.01,南,NA,精装,高楼层,33,2017,板塔结合,NA,NA,NA,NA,NA,NA,NA,2021-12-01,4
NA,融创观澜壹号,金银湖,127,12288,3,1,103.36,南,NA,精装,中楼层,47,2019,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,2
NA,沁园铭城,蔡甸城区,80,8280,3,2,96.63,南,NA,精装,中楼层,7,2008,板塔结合,NA,NA,NA,NA,NA,NA,NA,2021-12-01,13
NA,鼎鑫摩卡小镇,盘龙城,108,8024,3,1,134.61,北,NA,毛坯,高楼层,18,2012,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,9
NA,成园小区,华科大,133,11390,3,2,116.77,南,NA,毛坯,中楼层,33,2015,板塔结合,NA,NA,NA,NA,NA,NA,NA,2021-12-01,6
NA,融创中心武汉壹号院,楚河汉街,750,40332,4,2,185.96,南,NA,精装,中楼层,41,2019,塔楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,2
NA,海景花园北区,金银湖,75,8220,2,2,91.25,东,NA,精装,中楼层,7,1997,塔楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,24
NA,新华联青年城,纸坊,141.8,11136,3,2,127.34,南,NA,毛坯,中楼层,6,2019,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,2
NA,古田帝园,古田,140,17516,3,2,79.93,东南,NA,精装,中楼层,18,2010,塔楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,11
NA,江南花山郡,纸坊,116,9867,3,2,117.57,南,NA,毛坯,中楼层,25,2018,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,3
NA,东勤佳苑,百步亭,118.2,13367,3,1,88.43,南,NA,精装,中楼层,11,2010,塔楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,11
NA,东方明珠,后湖,227,17856,3,2,127.13,南,NA,精装,中楼层,16,2007,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,14
NA,联投驿园,光谷东,271,26771,3,2,101.23,南,NA,精装,高楼层,33,2020,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,1
NA,广电兰亭时代,四新,174,18560,3,2,93.75,南,NA,精装,中楼层,33,2016,板塔结合,NA,NA,NA,NA,NA,NA,NA,2021-12-01,5
NA,俊华大厦,前进江汉,160,20479,3,1,78.13,西北,NA,精装,低楼层,31,2003,塔楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,18
NA,百步亭江南郡,纸坊,135,11302,3,2,119.45,南,NA,精装,低楼层,26,2019,板塔结合,NA,NA,NA,NA,NA,NA,NA,2021-12-01,2
NA,曙光星城,民族大道,255,20707,3,2,123.15,南,NA,毛坯,低楼层,33,2016,板塔结合,NA,NA,NA,NA,NA,NA,NA,2021-12-01,5
NA,新长江香榭琴台墨园,钟家村,168,17304,3,2,97.09,南,NA,精装,中楼层,30,2016,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,5
NA,武汉经开万达广场,沌口,31,5657,1,1,54.8,西,NA,精装,中楼层,30,2011,塔楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,10
NA,美景天城,盘龙城,82,9599,2,2,85.43,南,NA,精装,低楼层,25,2012,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,9
NA,裕荣家园,CBD西北湖,220,11487,6,2,191.53,南,NA,简装,高楼层,12,2004,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,17
NA,万科城市花园,关山大道,430,38277,5,2,112.34,南,NA,其他,高楼层,5,2006,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,15
NA,放鹰台社区,水果湖,105,39849,1,1,26.35,南,NA,简装,高楼层,7,1995,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,26
NA,雅苑公寓(江汉),唐家墩,85,15098,1,1,56.3,东南,NA,精装,低楼层,11,2006,塔楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,15
NA,中冶创业苑,金融港,120,14107,2,2,85.07,南,NA,精装,高楼层,18,2011,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,10
NA,水印桃源,金银湖,137,9852,3,1,139.06,东南,NA,毛坯,中楼层,4,2010,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,11
NA,当代卡梅尔小镇,金融港,110,13963,2,2,78.78,东南,NA,简装,高楼层,24,2013,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,8
NA,中福时代,三阳路,222,32953,2,1,67.37,东南,NA,精装,中楼层,28,2005,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,16
NA,金沙泊岸,沙湖,340,33798,2,2,100.6,东南,NA,精装,中楼层,53,2018,塔楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,3
NA,百姓之春,古田,108,12211,2,1,88.45,南,NA,简装,中楼层,11,2006,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,15
NA,万科金域华府,杨园,135.9,23668,2,1,57.42,西南,NA,精装,低楼层,32,2010,塔楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,11
NA,碧桂园泰富城,沌口,37,12392,2,1,29.86,东北,NA,简装,低楼层,19,2018,板塔结合,NA,NA,NA,NA,NA,NA,NA,2021-12-01,3
NA,水云居,沙湖,282,19199,3,2,146.89,南,NA,简装,中楼层,11,2006,塔楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,15
NA,青山绿水花园,青山,83,11057,2,1,75.07,南,NA,简装,低楼层,6,2001,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,20
NA,纽宾凯汉city国际社区锦城,四新,199.8,16807,3,2,118.88,南,NA,毛坯,高楼层,33,2018,板塔结合,NA,NA,NA,NA,NA,NA,NA,2021-12-01,3
NA,中国铁建国际城,王家湾,140,15906,2,1,88.02,南,NA,精装,高楼层,33,2015,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,6
NA,合汇景苑,钟家村,125,13298,2,2,94,南,NA,简装,中楼层,11,2010,塔楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,11
NA,天舜翰林雅居,武湖,77,9413,2,2,81.81,南,NA,精装,中楼层,16,2015,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,6
NA,珑璟轩,盘龙城,155,12266,3,2,126.37,南,NA,精装,高楼层,18,2016,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,5
NA,菩提苑一期,文化大道,155,12249,3,2,126.55,南,NA,精装,高楼层,30,2015,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,6
NA,青宜居一期,青山,112,12792,3,1,87.56,南,NA,简装,高楼层,16,2010,塔楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,11
NA,巢上城俊园,盘龙城,83,11373,2,2,72.98,南,NA,精装,高楼层,17,2010,塔楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,11
NA,美联奥林匹克花园一期,常青花园,143,17510,2,2,81.67,南,NA,精装,高楼层,11,2012,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,9
NA,新华联青年城,纸坊,117.5,10731,3,2,109.5,南,NA,毛坯,中楼层,24,2017,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,4
NA,新澳城市印象,阳逻,30,7008,1,1,42.81,东南,NA,毛坯,高楼层,27,2013,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,8
NA,丽湖花园(汉阳),钟家村,109.5,12614,3,1,86.81,南,NA,简装,中楼层,7,2001,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,20
NA,龙江庭苑A区,钟家村,105,14917,2,1,70.39,南,NA,简装,中楼层,18,2009,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,12
NA,歌林花园,盘龙城,52,14457,1,1,35.97,西南,NA,简装,低楼层,18,2012,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,9
NA,金地格林小城梦茵区,南湖沃尔玛,205,23177,3,2,88.45,南,NA,简装,中楼层,18,2007,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,14
NA,福星惠誉红桥城,堤角,146,16067,3,1,90.87,南,NA,毛坯,低楼层,31,2014,板塔结合,NA,NA,NA,NA,NA,NA,NA,2021-12-01,7
NA,银泰御华园一期,百步亭,104,23843,1,1,43.62,南,NA,精装,高楼层,32,2013,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,8
NA,融侨华府,积玉桥,255,28010,2,2,91.04,南,NA,精装,高楼层,24,2009,板塔结合,NA,NA,NA,NA,NA,NA,NA,2021-12-01,12
NA,美景天城,盘龙城,87,10881,2,2,79.96,南,NA,精装,低楼层,20,2014,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,7
NA,风华天城桃花林,南湖沃尔玛,257,27893,2,2,92.14,南,NA,精装,高楼层,6,2002,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,19
NA,长泰花园,文化大道,72,12103,2,1,59.49,南,NA,精装,中楼层,11,2013,板塔结合,NA,NA,NA,NA,NA,NA,NA,2021-12-01,8
NA,常青花园三区,常青花园,118,15730,2,1,75.02,南,NA,精装,中楼层,8,1999,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,22
NA,二七新江岸生活广场,后湖,162,16249,3,2,99.7,南,NA,毛坯,高楼层,28,2017,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,4
NA,万润橄榄城,盘龙城,80,10062,2,2,79.51,南,NA,简装,高楼层,16,2015,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,6
NA,万科四季花城西半岛,金银湖,107,12214,2,2,87.61,南,NA,精装,低楼层,9,2006,板楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,15
NA,蔡家田A区,唐家墩,105,14865,2,2,70.64,南,NA,简装,低楼层,7,1994,塔楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,27
NA,悦秀苑,百步亭,133,15396,2,2,86.39,南,NA,简装,高楼层,18,2008,塔楼,NA,NA,NA,NA,NA,NA,NA,2021-12-01,13
NA,万科红郡,金融港,265,31867,2,2,83.16,南,NA,精装,高楼层,32,2012,板塔结合,NA,NA,NA,NA,NA,NA,NA,2021-12-01,9
NA,紫润明园南区,长丰常码头,100,11331,3,1,88.26,南,NA,简装,中楼层,11,2011,板塔结合,NA,NA,NA,NA,NA,NA,NA,2021-12-01,10
