property_title,property_name,property_region,price_ttl,price_sqm,houseinfo,followinfo,near_subway,two_year,taxfree,haskey,vr,create_date
汉口湖畔不临马路，东南朝向，中间楼层,汉口湖畔,盘龙城,65,"7,514元/平",2室2厅 | 86.51平米 | 南 | 毛坯 | 中楼层(共25层) | 板楼,4人关注 / 一年前发布,近地铁,NA,房本满五年,随时看房,NA,2024-01-31
唐家墩地铁口，次新小区，诚意出售，老证，精装修,唐蔡天下,唐家墩,120,"14,042元/平",2室1厅 | 85.46平米 | 南 | 精装 | 低楼层(共26层) | 板楼,6人关注 / 1个月以前发布,近地铁,NA,房本满五年,随时看房,NA,2024-01-31
离地铁口只有500米，可快速到达武汉三镇,中国核建锦城,蔡甸城区,68,"7,090元/平",3室2厅 | 95.91平米 | 南 | 精装 | 中楼层(共17层) | 塔楼,0人关注 / 27天以前发布,近地铁,房本满两年,NA,随时看房,VR看装修,2024-01-31
百瑞景六期毛坯三房中间楼层看房方便,百瑞景中央生活区六期,中南丁字桥,320,"28,900元/平",3室2厅 | 110.73平米 | 南 | 毛坯 | 高楼层(共45层) | 板塔结合,3人关注 / 1个月以前发布,NA,房本满两年,NA,随时看房,VR看装修,2024-01-31
光谷东公园旁 精装 无贷款 采光好 视野开阔 业主急售,光谷正荣府,光谷南,156,"15,838元/平",3室1厅 | 98.5平米 | 南 | 精装 | 低楼层(共19层) | 塔楼,0人关注 / 1个月以前发布,NA,NA,NA,随时看房,VR看装修,2024-01-31
铁机新居精装两室两厅诚意出售！,铁机新居,团结大道,80,"12,049元/平",2室1厅 | 66.4平米 | 东南 | 简装 | 中楼层(共32层) | 板楼,1人关注 / 1个月以前发布,NA,NA,NA,随时看房,VR看装修,2024-01-31
兴华御水澜湾 3室2厅 南 北,兴华御水澜湾,四新,180,"12,723元/平",3室2厅 | 141.48平米 | 南 北 | 毛坯 | 中楼层(共46层) | 板楼,0人关注 / 2个月以前发布,NA,NA,NA,随时看房,VR看装修,2024-01-31
"武昌二环内电梯大三房，丁字桥地铁口,单价仅售1万元",弘业俊园,中南丁字桥,130,"10,225元/平",3室2厅 | 127.14平米 | 西南 | 其他 | 中楼层(共27层) | 塔楼,1人关注 / 9天以前发布,NA,NA,房本满五年,随时看房,NA,2024-01-31
次新房 通透户型 高层看江视野开阔,宸嘉100,黄埔永清,1640,"64,871元/平",4室2厅 | 252.81平米 | 东南 | 其他 | 中楼层(共38层) | 暂无数据,0人关注 / 2个月以前发布,近地铁,NA,NA,随时看房,VR看装修,2024-01-31
精装修三房两卫，中间楼层视野开阔，满两年看中价格谈,万科金域蓝湾,沌口,172,"16,523元/平",3室1厅 | 104.1平米 | 南 | 精装 | 中楼层(共33层) | 板楼,0人关注 / 1个月以前发布,NA,NA,房本满五年,NA,NA,2024-01-31
老证精装小两房，可以拧包入住，楼层好，采光好,开来都市丰景,四新,97,"12,008元/平",2室2厅 | 80.78平米 | 南 | 精装 | 高楼层(共32层) | 板塔结合,1人关注 / 2个月以前发布,NA,NA,NA,随时看房,VR看装修,2024-01-31
自住装修两房，装修保养好，业主诚意出售,梅南山居,庙山,75,"8,189元/平",2室2厅 | 91.59平米 | 南 北 | 其他 | 中楼层(共4层) | 板楼,1人关注 / 2个月以前发布,NA,NA,房本满五年,NA,VR看装修,2024-01-31
左岸时代婚房装修未住人 3房2卫纯边户采光好,金山左岸时代,金银湖,105,"8,670元/平",3室2厅 | 121.12平米 | 南 北 | 精装 | 高楼层(共18层) | 板塔结合,0人关注 / 1个月以前发布,NA,NA,NA,随时看房,VR看装修,2024-01-31
盘龙城2.7号线中间好楼层精致舒适小三房老证 诚心出售,F、空港中心城,盘龙城,68,"7,563元/平",3室1厅 | 89.92平米 | 南 | 精装 | 中楼层(共30层) | 板楼,1人关注 / 13天以前发布,近地铁,NA,房本满五年,随时看房,VR看装修,2024-01-31
藏龙星天地精装大三房 南北通透 带30平大露台 急售,星天地,金融港,115,"10,316元/平",3室2厅 | 111.48平米 | 南 北 | 简装 | 低楼层(共18层) | 板楼,5人关注 / 20天以前发布,近地铁,NA,房本满五年,随时看房,VR看装修,2024-01-31
古田三路轻轨口南北通透三房小区环境好业主急卖,融侨锦城,古田,150,"12,055元/平",3室2厅 | 124.44平米 | 南 北 | 简装 | 低楼层(共11层) | 塔楼,2人关注 / 29天以前发布,近地铁,NA,房本满五年,随时看房,VR看装修,2024-01-31
店长力荐：武昌滨江中间楼层品相房、全屋品牌家具家电,绿地国际金融城一期,积玉桥,215,"24,830元/平",2室2厅 | 86.59平米 | 北 南 | 精装 | 中楼层(共26层) | 板塔结合,0人关注 / 1个月以前发布,近地铁,NA,房本满五年,随时看房,VR看装修,2024-01-31
《总监推荐》南湖边 湖景朝南大两房 户型方正阳光充足,明泽丽湾,珞狮南路,109,"11,766元/平",2室2厅 | 92.64平米 | 东南 | 简装 | 中楼层(共26层) | 塔楼,2人关注 / 1个月以前发布,NA,房本满两年,NA,随时看房,NA,2024-01-31
东湖城拾光 1室1厅 东,东湖城拾光,东湖东亭,33,"8,987元/平",1室1厅 | 36.72平米 | 东 | 其他 | 高楼层(共18层) | 板塔结合,0人关注 / 13天以前发布,近地铁,NA,NA,随时看房,NA,2024-01-31
海伦国际 4室2厅 东南,海伦国际,洪山其它,110,"9,308元/平",4室2厅 | 118.18平米 | 东南 | 精装 | 高楼层(共37层) | 板塔结合,0人关注 / 30天以前发布,NA,房本满两年,NA,随时看房,VR看装修,2024-01-31
广埠屯地铁口融创次新房，可观东湖，诚心出售,融创珞瑜路95号,街道口,320,"26,416元/平",4室2厅 | 121.14平米 | 南 北 | 毛坯 | 中楼层(共34层) | 板楼,2人关注 / 13天以前发布,近地铁,NA,NA,随时看房,VR看装修,2024-01-31
店长推荐！业主急售，业主诚心出售！！！,联投花山郡二期,光谷东,85,"9,077元/平",3室2厅 | 93.65平米 | 南 | 其他 | 中楼层(共34层) | 板楼,1人关注 / 4个月以前发布,NA,NA,NA,随时看房,VR看装修,2024-01-31
台北四村 精致温馨两房 总价低 楼层好业主诚售,台北四村,台北香港路,65,"15,881元/平",2室1厅 | 40.93平米 | 南 | 精装 | 中楼层(共6层) | 板楼,3人关注 / 1个月以前发布,近地铁,NA,房本满五年,随时看房,VR看装修,2024-01-31
金地三期不临街交易税费成本低，没有抵押，产权清晰,金地格林小城梦茵区,南湖沃尔玛,318,"23,504元/平",4室2厅 | 135.3平米 | 南 | 精装 | 中楼层(共18层) | 板楼,4人关注 / 1个月以前发布,近地铁,NA,房本满五年,NA,NA,2024-01-31
建二商圈出行便利配套充足闹中取静小两房诚意出售中,东兴天地E区,青山,127,"14,189元/平",2室2厅 | 89.51平米 | 南 | 其他 | 高楼层(共31层) | 板楼,1人关注 / 1个月以前发布,近地铁,房本满两年,NA,随时看房,VR看装修,2024-01-31
龙城懿品老证精装两房一梯4户花园洋房,龙城懿品,盘龙城,65,"7,511元/平",2室2厅 | 86.54平米 | 南 北 | 精装 | 中楼层(共5层) | 板楼,0人关注 / 29天以前发布,NA,房本满两年,NA,NA,VR看装修,2024-01-31
百瑞景中央生活区六期 3室1厅 南 北,百瑞景中央生活区六期,中南丁字桥,305,"27,545元/平",3室1厅 | 110.73平米 | 南 北 | 精装 | 中楼层(共45层) | 板塔结合,4人关注 / 1个月以前发布,NA,房本满两年,NA,NA,VR看装修,2024-01-31
双地铁口，逛龙湖天街，两家三甲医院护驾，洪山拾晓,清能清江锦城二期,白沙洲,112,"12,833元/平",3室2厅 | 87.28平米 | 东南 | 其他 | 低楼层(共33层) | 塔楼,0人关注 / 1个月以前发布,近地铁,NA,NA,随时看房,VR看装修,2024-01-31
司门口楚材小区，地铁口，中低楼层，看房方便,楚材小区,首义,78,"12,758元/平",1室1厅 | 61.14平米 | 南 北 | 简装 | 中楼层(共8层) | 板楼,0人关注 / 2个月以前发布,近地铁,NA,房本满五年,随时看房,VR看装修,2024-01-31
东亭地铁站，边户大三房，满五年，诚心出售,爱尚东亭,沙湖,249,"16,896元/平",3室2厅 | 147.38平米 | 南 | 简装 | 中楼层(共22层) | 板塔结合,3人关注 / 1个月以前发布,近地铁,NA,房本满五年,随时看房,VR看装修,2024-01-31
出门就是5号线地铁口 朝南小户型 急卖,融侨华府,积玉桥,75,"14,618元/平",1室1厅 | 51.31平米 | 东北 | 简装 | 低楼层(共33层) | 塔楼,6人关注 / 1个月以前发布,近地铁,房本满两年,NA,随时看房,NA,2024-01-31
离地铁口只有500米，可快速到达武汉三镇,中国核建锦城,蔡甸城区,68,"7,090元/平",3室2厅 | 95.91平米 | 南 | 精装 | 中楼层(共17层) | 塔楼,0人关注 / 27天以前发布,近地铁,房本满两年,NA,随时看房,VR看装修,2024-01-31
绿地理想城五期 精装刚需两房 诚心出,绿地国际理想城五期,光谷南,110,"14,914元/平",2室2厅 | 73.76平米 | 南 | 精装 | 中楼层(共26层) | 板楼,1人关注 / 1个月以前发布,NA,NA,NA,随时看房,VR看装修,2024-01-31
汉南碧桂园凤凰湾品质大四房，业主诚心出售,碧桂园凤凰湾,汉南其它,87,"6,085元/平",4室2厅 | 142.98平米 | 南 | 其他 | 高楼层(共17层) | 板楼,0人关注 / 11天以前发布,近地铁,房本满两年,NA,随时看房,NA,2024-01-31
店长推荐 地铁口龙湖天街旁，精装二房，楼栋位置好,清能清江锦城珂园,白沙洲,135,"14,798元/平",3室2厅 | 91.23平米 | 南 北 | 精装 | 中楼层(共34层) | 板楼,1人关注 / 1个月以前发布,近地铁,房本满两年,NA,NA,VR看装修,2024-01-31
武昌内环 徐东地铁口 自住精装 朝南采光好 诚心出售,福星惠誉国际城3期,沙湖,158,"21,115元/平",2室2厅 | 74.83平米 | 南 | 精装 | 低楼层(共45层) | 塔楼,2人关注 / 1个月以前发布,近地铁,NA,房本满五年,随时看房,VR看装修,2024-01-31
东方雅园三期，精装2房，满五唯一，看房方便有KEY,东方雅园三期,青山,89,"10,142元/平",2室1厅 | 87.76平米 | 南 北 | 精装 | 高楼层(共33层) | 板楼,1人关注 / 31天以前发布,NA,NA,房本满五年,随时看房,NA,2024-01-31
永久社区 2室2厅 南,永久社区,后官湖,48,"5,919元/平",2室2厅 | 81.1平米 | 南 | 其他 | 高楼层(共16层) | 暂无数据,0人关注 / 9天以前发布,NA,房本满两年,NA,随时看房,VR看装修,2024-01-31
此房户型方正，房东诚心出售，离地铁口近,枫桦雅苑,阳逻,68,"5,603元/平",3室2厅 | 121.38平米 | 西南 | 其他 | 中楼层(共17层) | 板塔结合,0人关注 / 6天以前发布,NA,NA,房本满五年,NA,VR看装修,2024-01-31
杨家湾 地铁口 华一旁 五环社区 精装两房 拎包入住,五环社区,虎泉杨家湾,130,"20,177元/平",2室2厅 | 64.43平米 | 南 北 | 精装 | 中楼层(共5层) | 板楼,0人关注 / 4天以前发布,近地铁,房本满两年,NA,随时看房,VR看装修,2024-01-31
武昌梦时代旁 电梯毛坯 朝南2室1厅 产权清晰,时代花园西区,中南丁字桥,155,"19,995元/平",2室1厅 | 77.52平米 | 东南 | 其他 | 高楼层(共32层) | 暂无数据,1人关注 / 2个月以前发布,近地铁,NA,NA,随时看房,VR看装修,2024-01-31
东方莱茵 大三房 电梯中间楼层 采光好 产证满五,东方莱茵,老南湖,320,"24,380元/平",3室1厅 | 131.26平米 | 南 | 精装 | 高楼层(共11层) | 板楼,1人关注 / 2个月以前发布,近地铁,NA,房本满五年,NA,NA,2024-01-31
刚需优房，精装拎包入住，交通便利，配套齐全,融侨城,杨园,189,"20,859元/平",3室2厅 | 90.61平米 | 南 北 | 精装 | 中楼层(共33层) | 板塔结合,4人关注 / 1个月以前发布,近地铁,房本满两年,NA,随时看房,VR看装修,2024-01-31
汉阳钟家村前进村地铁口恒大御景湾精装两居即买即收租,恒大御景湾,钟家村,90,"8,146元/平",2室2厅 | 110.49平米 | 南 | 精装 | 高楼层(共58层) | 板楼,2人关注 / 2个月以前发布,近地铁,房本满两年,NA,NA,NA,2024-01-31
武昌滨江毛坯次新两居室，中间楼层，老证无贷，配套齐,绿地国际金融城二期,积玉桥,210,"23,352元/平",2室2厅 | 89.93平米 | 南 | 毛坯 | 中楼层(共32层) | 板塔结合,3人关注 / 28天以前发布,近地铁,NA,房本满五年,随时看房,VR看装修,2024-01-31
武汉1.5环，正徐东 电梯小户型，总价低 无遮挡,徐东苑,团结大道,35,"9,882元/平",1室1厅 | 35.42平米 | 南 | 简装 | 低楼层(共29层) | 塔楼,2人关注 / 18天以前发布,NA,NA,NA,NA,VR看装修,2024-01-31
大华三期上英格。中间楼层小三房，采光视野无遮挡,大华南湖公园世家三期,新南湖,167,"17,120元/平",3室2厅 | 97.55平米 | 南 | 精装 | 中楼层(共26层) | 板塔结合,2人关注 / 10天以前发布,近地铁,NA,房本满五年,随时看房,NA,2024-01-31
视野宽阔采光足，诚心出售，交通便利进地铁配套齐,金鼎湾,吴家山,65,"6,973元/平",2室1厅 | 93.23平米 | 南 | 其他 | 高楼层(共28层) | 塔楼,0人关注 / 10天以前发布,近地铁,NA,房本满五年,NA,NA,2024-01-31
诚心出售，视野开阔，双地铁，临商圈，精装修老证,王家湾中央生活区,王家湾,150,"14,689元/平",3室2厅 | 102.12平米 | 南 北 | 精装 | 高楼层(共32层) | 板楼,10人关注 / 1个月以前发布,近地铁,NA,房本满五年,NA,VR看装修,2024-01-31
一期离高架远，无任何噪音，老证精装，采光视野好,广电兰亭时代一期,四新,129,"14,456元/平",3室2厅 | 89.24平米 | 西南 | 精装 | 高楼层(共33层) | 板塔结合,0人关注 / 1个月以前发布,NA,NA,房本满五年,NA,NA,2024-01-31
黄鹤楼旁精致一居室出售，总价低，朝南向，诚心出售,九龙井小区,首义,54.8,"12,922元/平",1室1厅 | 42.41平米 | 南 | 简装 | 高楼层(共9层) | 板楼,1人关注 / 29天以前发布,近地铁,NA,房本满五年,随时看房,VR看装修,2024-01-31
马房山理工大小高层中间楼层采光好满五唯一，看房方便,泓悦府,街道口,215,"20,830元/平",3室2厅 | 103.22平米 | 南 | 简装 | 中楼层(共10层) | 板楼,3人关注 / 1个月以前发布,NA,NA,房本满五年,NA,VR看装修,2024-01-31
大兴+一初，精装修，南北通透三房，7号线园博园地铁,中环星干线,常青路,119,"13,799元/平",3室2厅 | 86.24平米 | 南 北 | 其他 | 中楼层(共28层) | 板楼,1人关注 / 5个月以前发布,近地铁,NA,NA,NA,VR看装修,2024-01-31
楼栋无遮挡，小高层，得房很高，老证无增值税。,尚湖熙园,塔子湖,148,"16,769元/平",3室2厅 | 88.26平米 | 南 | 其他 | 高楼层(共16层) | 板楼,1人关注 / 15天以前发布,近地铁,NA,房本满五年,随时看房,VR看装修,2024-01-31
阳光花园益康苑 精装老证边户 有车位 红领巾+一初,阳光花园益康苑,长港路,227,"16,361元/平",3室2厅 | 138.75平米 | 南 | 精装 | 中楼层(共7层) | 板楼,0人关注 / 16天以前发布,近地铁,NA,房本满五年,随时看房,NA,2024-01-31
台北四村 精致温馨两房 总价低 楼层好业主诚售,台北四村,台北香港路,65,"15,881元/平",2室1厅 | 40.93平米 | 南 | 精装 | 中楼层(共6层) | 板楼,3人关注 / 1个月以前发布,近地铁,NA,房本满五年,随时看房,VR看装修,2024-01-31
金地三期不临街交易税费成本低，没有抵押，产权清晰,金地格林小城梦茵区,南湖沃尔玛,318,"23,504元/平",4室2厅 | 135.3平米 | 南 | 精装 | 中楼层(共18层) | 板楼,4人关注 / 1个月以前发布,近地铁,NA,房本满五年,NA,NA,2024-01-31
建二商圈出行便利配套充足闹中取静小两房诚意出售中,东兴天地E区,青山,127,"14,189元/平",2室2厅 | 89.51平米 | 南 | 其他 | 高楼层(共31层) | 板楼,1人关注 / 1个月以前发布,近地铁,房本满两年,NA,随时看房,VR看装修,2024-01-31
鼎盛华城 3室2厅 南 北,鼎盛华城,后湖,180,"14,581元/平",3室2厅 | 123.45平米 | 南 北 | 精装 | 低楼层(共11层) | 板塔结合,5人关注 / 16天以前发布,NA,NA,NA,随时看房,VR看装修,2024-01-31
东庭郡园精装新装修三房，通透边户明厨明卫,东庭郡园,汉南其它,52,"5,273元/平",3室2厅 | 98.62平米 | 南 北 | 其他 | 高楼层(共16层) | 板塔结合,0人关注 / 18天以前发布,NA,房本满两年,NA,随时看房,VR看装修,2024-01-31
龙城懿品老证精装两房一梯4户花园洋房,龙城懿品,盘龙城,65,"7,511元/平",2室2厅 | 86.54平米 | 南 北 | 精装 | 中楼层(共5层) | 板楼,0人关注 / 29天以前发布,NA,房本满两年,NA,NA,VR看装修,2024-01-31
绿地理想城五期 精装刚需两房 诚心出,绿地国际理想城五期,光谷南,110,"14,914元/平",2室2厅 | 73.76平米 | 南 | 精装 | 中楼层(共26层) | 板楼,1人关注 / 1个月以前发布,NA,NA,NA,随时看房,VR看装修,2024-01-31
东亭地铁站，边户大三房，满五年，诚心出售,爱尚东亭,沙湖,249,"16,896元/平",3室2厅 | 147.38平米 | 南 | 简装 | 中楼层(共22层) | 板塔结合,3人关注 / 1个月以前发布,近地铁,NA,房本满五年,随时看房,VR看装修,2024-01-31
出门就是5号线地铁口 朝南小户型 急卖,融侨华府,积玉桥,75,"14,618元/平",1室1厅 | 51.31平米 | 东北 | 简装 | 低楼层(共33层) | 塔楼,6人关注 / 1个月以前发布,近地铁,房本满两年,NA,随时看房,NA,2024-01-31
麦德龙商圈，美景天城精装修三房两卫，中层老证,美景天城,盘龙城,92,"7,960元/平",4室2厅 | 115.58平米 | 南 | 精装 | 高楼层(共20层) | 板楼,0人关注 / 10天以前发布,NA,房本满两年,NA,随时看房,VR看装修,2024-01-31
离地铁口只有500米，可快速到达武汉三镇,中国核建锦城,蔡甸城区,68,"7,090元/平",3室2厅 | 95.91平米 | 南 | 精装 | 中楼层(共17层) | 塔楼,0人关注 / 27天以前发布,近地铁,房本满两年,NA,随时看房,VR看装修,2024-01-31
16年次新小区 有小区环境 满五唯一,长江航运中心小区,前进江汉,170,"21,224元/平",2室2厅 | 80.1平米 | 南 | 简装 | 低楼层(共33层) | 板楼,2人关注 / 1个月以前发布,近地铁,NA,房本满五年,NA,VR看装修,2024-01-31
小区环境好，交通便利，盘龙广场商圈，配套成熟,F阳光城,盘龙城,85,"6,139元/平",3室2厅 | 138.46平米 | 南 北 | 毛坯 | 中楼层(共17层) | 塔楼,0人关注 / 10天以前发布,NA,NA,NA,随时看房,NA,2024-01-31
